center,,steering
u7Qdz2anUc.png,0.1087788939,1.087788939
atItWAfiFT.png,0.1072494313,1.072494313
VNOZN9vLCD.png,0.102632381,1.02632381
e9BkuGJTma.png,0.0926655382,0.926655382
UI7YXTVOKb.png,0.0854944736,0.854944736
5mfcFoVkTt.png,0.0839911923,0.839911923
th6xaoIDQG.png,0.0830811337,0.830811337
Dd8hScaJ37.png,0.0803014114,0.803014114
QksDAksGcm.png,0.0791776925,0.791776925
SamFpr0Pi9.png,0.0723460019,0.723460019
2Um2uPCr79.png,0.0590342544,0.590342544
u1H1GjWxT5.png,0.0510699973,0.510699973
AafYyzSXNI.png,0.0350368582,0.350368582
5FVA8cdTth.png,0.0284755602,0.284755602
7WU1WI87Dy.png,0.0181677304,0.181677304
dViJ0fOsT8.png,0.012092269,0.12092269
UZ8qNN8Cv9.png,-0.0008362515,-0.008362515
kiHZCdVNUB.png,-0.0006070395,-0.006070395
SsqtPZZzUM.png,-0.0001410544,-0.001410544
acXK1Ulo01.png,-0.0001745343,-0.001745343
U3o4RLkHwJ.png,-8.03795628599E-005,-0.0008037956
Pf31UKt93l.png,-2.75655584119E-005,-0.0002756556
PBfbuQAlVi.png,-0.000017513,-0.00017513
LrNOL80EgS.png,2.86894214696E-006,2.86894214696E-005
5ZjwOSaJcA.png,4.29144620284E-006,4.29144620284E-005
aNtJaDsAKB.png,-1.21517077787E-005,-0.0001215171
8dEsQhf4AC.png,-2.61544641944E-006,-2.61544641944E-005
VNSh9dO7DP.png,1.09574793896E-005,0.0001095748
loiqF6sZ21.png,3.28942246597E-006,3.28942246597E-005
TLvzEWkmAE.png,-5.73884165078E-007,-5.73884165078E-006
IzJgsysyFl.png,-1.21654284158E-005,-0.0001216543
JJJdrzImD1.png,-1.89635034076E-006,-1.89635034076E-005
5ad6rbYhYt.png,9.87376643025E-006,9.87376643025E-005
wNa9rMNXLW.png,6.54907182707E-007,6.54907182707E-006
YKA6sGRba5.png,7.79882213919E-007,7.79882213919E-006
xwt65jlYHY.png,1.03178911104E-006,1.03178911104E-005
QbzbhACxmS.png,-0.0001772027,-0.001772027
1rUcrzyDTH.png,5.04193922097E-005,0.0005041939
bMOSm20JNL.png,0.00000415,0.0000415
rHFsabpUEY.png,-2.37664680753E-005,-0.0002376647
RZFbfhAvl4.png,0.0001290178,0.001290178
DAbMJh6Ly9.png,-0.000130082,-0.00130082
9nkVOw3NdE.png,-0.0001465832,-0.001465832
aiThhgCevO.png,7.73134815972E-005,0.0007731348
H3fSRd4IbZ.png,-5.4573606576E-006,-5.4573606576E-005
jRba2xxkpD.png,-1.03926859083E-005,-0.0001039269
TL4mCAImWy.png,-7.0291848715E-006,-7.0291848715E-005
dDbPnB9i0e.png,-8.51847580634E-005,-0.0008518476
5Tv7I9L7rt.png,-8.10415372143E-007,-8.10415372143E-006
vqDP3cmUu1.png,1.79530138666E-006,0.000017953
sF90uIIX9p.png,3.03357455778E-006,3.03357455778E-005
hnU163SuTH.png,1.31418946694E-005,0.0001314189
b4BwcPdQrW.png,1.26833151626E-006,1.26833151626E-005
wNOICph1vL.png,2.15180443774E-006,0.000021518
BrSba7LwCk.png,0.000518431,0.00518431
v8yCzsHxRA.png,0.0043574087,0.043574087
14bH1lpv6L.png,0.0051903031,0.051903031
jmAUnlJTpz.png,0.0336919315,0.336919315
ct3wSJCQ3I.png,0.1252735108,1.252735108
kAP7BF2oX2.png,0.1621768922,1.621768922
m0nKQoQ6ct.png,0.1973910928,1.973910928
uDZqXloG0A.png,0.2525633276,2.525633276
vcSVbqxxLH.png,0.2813804448,2.813804448
UXK6sU9UqM.png,0.2846078873,2.846078873
Th1z62B7DJ.png,0.2829194665,2.829194665
oSjWDtbnC9.png,0.2822064757,2.822064757
yxH3pwolMF.png,0.2814288437,2.814288437
KsJrifanIz.png,0.2812024653,2.812024653
Y3P3Mi4iH1.png,0.2799972296,2.799972296
OZ4jzxVEcz.png,0.2793855071,2.793855071
geAy1eoQPX.png,0.2690853775,2.690853775
XPGhdfZtiq.png,0.2659591734,2.659591734
N90U06niQS.png,0.2655194104,2.655194104
6TdLqj4oIX.png,0.2601925135,2.601925135
xfv2ldAPjz.png,0.2457309067,2.457309067
C6cLUk42yF.png,0.2341427803,2.341427803
6JAmNOXqL6.png,0.2089373618,2.089373618
AcPQhsz9XR.png,0.1917278022,1.917278022
wYVmSyVfSI.png,0.1542839259,1.542839259
VMOgwZAPoP.png,0.1240073666,1.240073666
UfgJYXIHyr.png,0.1092783287,1.092783287
KJfFvg6Ogq.png,0.1020621434,1.020621434
mtYco0Wruo.png,0.0870163068,0.870163068
u7xHI4YmMh.png,0.0763864964,0.763864964
8b0xiZ2rEA.png,0.0765017793,0.765017793
kEWtbLaXO4.png,0.0730544329,0.730544329
2vv5ac5odi.png,0.0712179393,0.712179393
3GWqHWrxVa.png,0.0713114738,0.713114738
bOdZJbWrZw.png,0.0715364218,0.715364218
I1peT460JO.png,0.0717469528,0.717469528
iy1pIUzNbj.png,0.0718599036,0.718599036
U8vaG9iO8C.png,0.0719059557,0.719059557
q8BzhEzMTt.png,0.0719276965,0.719276965
VXeXrKnVkB.png,0.0719389319,0.719389319
YOaYrAt7GA.png,0.0719431266,0.719431266
5R2a6mshU6.png,0.0719482303,0.719482303
LgtyggSdoS.png,0.0719495416,0.719495416
Ofk4aqmCZS.png,0.0719418153,0.719418153
DceZnUWVSU.png,0.0719381794,0.719381794
BJ3i93Z4hx.png,0.0715946108,0.715946108
N8f55EJlgc.png,0.0650361776,0.650361776
qiCC0hINJP.png,0.0586905554,0.586905554
co0g6YZNJ8.png,0.0459438376,0.459438376
6w3AsYcQdv.png,0.0448790528,0.448790528
1AsTf5loBb.png,0.0455224179,0.455224179
bJv7fld9DV.png,0.0457360484,0.457360484
p943mDbsbq.png,0.0450251363,0.450251363
nJsPFIJPvo.png,0.0100073395,0.100073395
tei4HMRbbI.png,-0.0022586808,-0.022586808
fPidSXxUs5.png,-0.0016301057,-0.016301057
Jx0YkMeTDU.png,-0.0007788333,-0.007788333
Ic2txhGzO1.png,-0.0005086249,-0.005086249
5UiUn8xNJp.png,-0.0002377172,-0.002377172
f6jK4pPkQG.png,-0.0001599707,-0.001599707
k4JAczfsbG.png,-7.42921401979E-005,-0.0007429214
xpkvOlQxXL.png,-5.00116148032E-005,-0.0005001161
VBd8iMDLAP.png,-2.32547045016E-005,-0.000232547
Cbv7RQo0bz.png,-1.5639101548E-005,-0.000156391
ctAeMIAGdq.png,-8.07790274848E-006,-0.000080779
kApDCVKhs8.png,-6.30191334494E-006,-6.30191334494E-005
YM5ZF6Optd.png,-4.42833106717E-006,-4.42833106717E-005
YYjCmdmO8H.png,-2.22689141083E-006,-2.22689141083E-005
Hud6WyEdoZ.png,0.0001697413,0.001697413
zBBeMd3jgd.png,4.59368711745E-005,0.0004593687
VaR9sVpDfR.png,-1.66785812326E-005,-0.0001667858
OIKMPGdOSJ.png,-1.46941683852E-005,-0.0001469417
XQMazyNZnO.png,-2.3454397251E-006,-2.3454397251E-005
H47vlO9ETx.png,0.0001457506,0.001457506
QZfNCOEm1s.png,-0.0001464701,-0.001464701
7xvgEDgkTE.png,-1.01236810224E-006,-1.01236810224E-005
gGBQjulYwN.png,-1.44302839544E-005,-0.0001443028
FCtc6utpzE.png,5.08605580762E-006,5.08605580762E-005
Y4nE5cKuSg.png,3.78662798539E-006,3.78662798539E-005
2JFk7ehhnd.png,0.0001716547,0.001716547
lxrNsoagxX.png,-5.66148919461E-005,-0.0005661489
qufeklngU1.png,2.21978843911E-005,0.0002219788
UUqKBrEPsC.png,1.09496804725E-005,0.0001094968
DieBMirgrw.png,7.84936310083E-006,7.84936310083E-005
EsgX3MzVcz.png,3.19847094943E-006,3.19847094943E-005
RaDQwqSLyw.png,1.93678874894E-006,1.93678874894E-005
osNfqiJBdw.png,6.73528745665E-007,6.73528745665E-006
Vwr321nGRO.png,-5.47241938875E-007,-5.47241938875E-006
vBunlaJAoR.png,-1.05309663923E-006,-0.000010531
6AUZdkM9o0.png,-1.06812728973E-006,-1.06812728973E-005
onUNMJFG3D.png,-6.06724768204E-007,-6.06724768204E-006
X4whRnYbmn.png,5.45524471818E-007,5.45524471818E-006
23kOFxkDTK.png,0.000000546,0.00000546
5ZiwXd0IMb.png,5.4575446029E-007,5.4575446029E-006
HigOrdzeLY.png,2.81002157863E-005,0.0002810022
kk2dSAyzUL.png,-2.16311491386E-006,-2.16311491386E-005
Hx9TK7DYIB.png,5.62193490623E-005,0.0005621935
JxZ6JiY5Mz.png,-1.86042543646E-005,-0.0001860425
Fm5EzrtpoK.png,0.0001039236,0.001039236
dGsVysZ6w9.png,-0.000026053,-0.00026053
sckK2NvfLq.png,3.95031065636E-006,3.95031065636E-005
8rOXJvc1of.png,0.0088912807,0.088912807
Vp3sN1TNX4.png,0.0317200497,0.317200497
DnJQX6549F.png,0.0774642378,0.774642378
gXrPFupz7G.png,0.0879866332,0.879866332
luHJ7ojq7M.png,0.0859733075,0.859733075
tzkd61Glem.png,0.0853468627,0.853468627
Ykfim0qrMm.png,0.0846528783,0.846528783
w37HSmXIRu.png,0.0844566524,0.844566524
6yiZMw3mie.png,0.0841344595,0.841344595
AhNDTbnmNS.png,0.0843204334,0.843204334
bYR65qyMTb.png,0.0842440426,0.842440426
7CPxmOtY7G.png,0.0840840936,0.840840936
yBQ8gM2ws7.png,0.0840801448,0.840801448
ZT2FxViId4.png,0.0840940103,0.840940103
qwzoyfwPRa.png,0.0840130225,0.840130225
nulsKfE3Od.png,0.0840411037,0.840411037
tKb5auCIE8.png,0.0842659548,0.842659548
TyGkB7B3zF.png,0.0839008391,0.839008391
MeTH8APWPB.png,0.0840750486,0.840750486
K4iJJ10scx.png,0.0840586275,0.840586275
oULRpOz22C.png,0.0840531439,0.840531439
XahGw2vE56.png,0.0840520486,0.840520486
8PdX26eWnW.png,0.0840507746,0.840507746
ykCp4QzQjG.png,0.084050402,0.84050402
LAqCWeO69b.png,0.0839711726,0.839711726
46WFT4ZF3O.png,0.0839565769,0.839565769
h4MJPRKxje.png,0.0841490254,0.841490254
46P0QzVXBp.png,0.0841529444,0.841529444
fTo8j63nOK.png,0.0839211494,0.839211494
BvSvpKUa9R.png,0.0839693323,0.839693323
zRopjNcZgj.png,0.0840372294,0.840372294
cQGfwI2m3p.png,0.084041886,0.84041886
sxhXWuAqg0.png,0.084043853,0.84043853
z740vqCXgQ.png,0.0840466917,0.840466917
IEfvZefL06.png,0.0840483084,0.840483084
5c5CHmMjz5.png,0.084048897,0.84048897
sm0Z7CWHQy.png,0.0840664655,0.840664655
kRlb2SzEOS.png,0.0843307227,0.843307227
rj1y5T5Vha.png,0.0841980204,0.841980204
esEOPMrRqZ.png,0.0835831985,0.835831985
qUApJGls0D.png,0.0842575505,0.842575505
Hk9pr8ICFj.png,0.0843805969,0.843805969
ynKsh7v5HO.png,0.0839992911,0.839992911
Ei2ukc7RkC.png,0.0840065926,0.840065926
kY07kKbafV.png,0.0841725022,0.841725022
e1hDcpJ4HD.png,0.0841017962,0.841017962
mNRZHs8vWn.png,0.0839668885,0.839668885
82u9ImPrZW.png,0.0840256363,0.840256363
rgbVN4sWe6.png,0.0840223357,0.840223357
G9bvJj3ayM.png,0.0840453133,0.840453133
xOg95E8Ia4.png,0.088541396,0.88541396
twYxZm5pzR.png,0.0987829939,0.987829939
jIp7JMSByD.png,0.1240546852,1.240546852
GOvmkVZHN4.png,0.1348696649,1.348696649
8MAtcYWBzc.png,0.1550749987,1.550749987
81icgQCc7h.png,0.1599256396,1.599256396
PaK3313HSP.png,0.1590912491,1.590912491
ugHwE6CCAu.png,0.2585137784,2.585137784
FpNK4hfkkz.png,0.2878253162,2.878253162
fOmEC76uJX.png,0.3397444785,3.397444785
tS88aMxHvA.png,0.35937047,3.5937047
hNqNGGZ35u.png,0.3771664202,3.771664202
s9M7gQtK0t.png,0.3801913261,3.801913261
TMn44qOTuO.png,0.3940964043,3.940964043
OWDLswb6hC.png,0.4068570137,4.068570137
GdjnPCq8kX.png,0.4241653383,4.241653383
hsb87d5NL1.png,0.4226531982,4.226531982
EuS3Qt1DJQ.png,0.4217568934,4.217568934
I1BGaKvkXU.png,0.4216063321,4.216063321
VxsqWu3IJj.png,0.4208385944,4.208385944
QO4qSkZzzJ.png,0.4211119413,4.211119413
dL4N53zMIF.png,0.421058327,4.21058327
G25lbXlZyu.png,0.4208546281,4.208546281
GXCqGq7les.png,0.4204739332,4.204739332
eBXlO71Htc.png,0.411527127,4.11527127
Hg2jsfxIjn.png,0.3399465978,3.399465978
kfN5ZJ4L2a.png,0.3157762885,3.157762885
58uM2c6zbC.png,0.3142314255,3.142314255
aYty177Frj.png,0.3145393729,3.145393729
Fn915g6ALr.png,0.3130439818,3.130439818
0FRoyquCPY.png,0.3137466013,3.137466013
sFWj6r3cxt.png,0.3137876093,3.137876093
FuJcOyBvI7.png,0.3138892949,3.138892949
yBnlalp6GP.png,0.3140326142,3.140326142
DXFCzOtaw1.png,0.3139221072,3.139221072
SuWB5EF5kM.png,0.3140905499,3.140905499
xOJnUn2wOr.png,0.3140431643,3.140431643
zjKp4OCULg.png,0.3140388429,3.140388429
Q0Usm5FhYr.png,0.3130458891,3.130458891
clFnCX3vIB.png,0.3132887781,3.132887781
Bcoe50rm1Y.png,0.3134302497,3.134302497
hIHH5gPCS3.png,0.3122088909,3.122088909
3CJ4tDGhvF.png,0.3118582666,3.118582666
2hCs4RGJj1.png,0.3119087517,3.119087517
JUTTB9yMnf.png,0.3119478822,3.119478822
0971QsVzWL.png,0.3118910193,3.118910193
sOAhzDxSVH.png,0.3119099438,3.119099438
ZAWOjC77Dg.png,0.3120649755,3.120649755
5YH7MoyyJK.png,0.3118777573,3.118777573
MZ5SpX8i21.png,0.3112122715,3.112122715
YOdcJRZzRY.png,0.3058724105,3.058724105
qw9wC0bYlo.png,0.304767251,3.04767251
rpHe7BbRyq.png,0.3023373485,3.023373485
yIrIFlx0dk.png,0.3011748195,3.011748195
WX2BDjBhqM.png,0.3006611466,3.006611466
zZ0DrlS9QZ.png,0.3006437123,3.006437123
XnBkJjAN3A.png,0.3008073568,3.008073568
ptO39xc0nh.png,0.2998769879,2.998769879
1qf6EO9arA.png,0.2987920642,2.987920642
Ld05HVV5ev.png,0.2981879413,2.981879413
V4RHSThSPH.png,0.2974239886,2.974239886
vBg3xbHpxZ.png,0.2963695228,2.963695228
sv8e3WoxC1.png,0.2962417901,2.962417901
EtZTBn1usV.png,0.2963297665,2.963297665
Z0pbDhRggt.png,0.2958472371,2.958472371
yxKKo8x7hx.png,0.295830369,2.95830369
sQfc6C7vKk.png,0.2961968184,2.961968184
VIYA8pn0sg.png,0.296284765,2.96284765
gXqWTgQcBm.png,0.2958167493,2.958167493
34f8oZfSE8.png,0.2955656946,2.955656946
ss2Rgd8K4Y.png,0.2956660986,2.956660986
dHChvEJvJe.png,0.2958123684,2.958123684
m9L5hk4xg5.png,0.2954925001,2.954925001
zX1fj27uNj.png,0.2950776517,2.950776517
6SOmHxPScp.png,0.295214802,2.95214802
hIHImbo83a.png,0.2953562438,2.953562438
GDEfEP2SEf.png,0.295296967,2.95296967
gQOHnrnKCd.png,0.2953183651,2.953183651
3IEfI1eVBc.png,0.2953670025,2.953670025
ieAmVM1yro.png,0.295001775,2.95001775
wZUAmiw2E7.png,0.2948350906,2.948350906
bFNU4ye4sa.png,0.2943582833,2.943582833
NjmfFZrDWB.png,0.2887124717,2.887124717
iXOgbSZJzh.png,0.2821919918,2.821919918
DNVCsrewbM.png,0.2754567862,2.754567862
qE0qPUzz5g.png,0.26252231,2.6252231
sO0QN413MG.png,0.2529259324,2.529259324
v8zGRoXIHS.png,0.2481279671,2.481279671
ZxzslC8UPS.png,0.2369498611,2.369498611
ev28BW2riL.png,0.231070146,2.31070146
4Doy149Yex.png,0.2263425738,2.263425738
hTWFm6GLpT.png,0.226200223,2.26200223
AjFd23zxOH.png,0.2219711989,2.219711989
PuUs7XR4Di.png,0.2192113847,2.192113847
2sSEfYSoFs.png,0.2049154341,2.049154341
Vi77dVmKda.png,0.1970239133,1.970239133
XOVwI7Ymlg.png,0.1931522936,1.931522936
RsQQ14IeWO.png,0.1904157549,1.904157549
62NhvONFXf.png,0.1894829869,1.894829869
6Qv775Xdwr.png,0.1890670806,1.890670806
iv5QGN7wFC.png,0.1886681914,1.886681914
2gRNvCoo0L.png,0.1887997985,1.887997985
r2AIEJSV88.png,0.1888295263,1.888295263
jtjWbOXplN.png,0.1886160821,1.886160821
T446txKbB3.png,0.1891408563,1.891408563
1remsgyAv5.png,0.1892073154,1.892073154
NwVN8dTPuO.png,0.1886428744,1.886428744
JFhnW5nmDT.png,0.1887389272,1.887389272
iKtk0gUVPd.png,0.1888449341,1.888449341
qTchZ2Nwvf.png,0.1888851225,1.888851225
7kfnliWJXH.png,0.1889280081,1.889280081
rrZ1sqRMTt.png,0.188940227,1.88940227
V7wam8zu0B.png,0.1889119744,1.889119744
aciPYdJrLL.png,0.1889503449,1.889503449
ouI59HAer5.png,0.1889521778,1.889521778
ru1iret5Gs.png,0.1888000965,1.888000965
LgWdAZcqxo.png,0.1892746836,1.892746836
SZAPhQH2RU.png,0.1892909706,1.892909706
s9oWKLpHTZ.png,0.191188395,1.91188395
6SGtsW3DnO.png,0.1910205185,1.910205185
CfEhvnQUxR.png,0.1916694939,1.916694939
vtc2soRjhU.png,0.1947067976,1.947067976
07ixrVPyPl.png,0.2068704367,2.068704367
qSr0bImMPx.png,0.2206807137,2.206807137
kxWT2f3LIC.png,0.2350727469,2.350727469
is22fXjlJi.png,0.2545143366,2.545143366
X6msdFXY8J.png,0.2621689141,2.621689141
CbGMTRll5C.png,0.2715964913,2.715964913
lOdFzCrDc7.png,0.2739501297,2.739501297
RK1ZyXVEh6.png,0.2817962468,2.817962468
XOHFYnb9fU.png,0.303609997,3.03609997
A89FnVauc0.png,0.3261645138,3.261645138
iPnsXRE6ZU.png,0.3636125326,3.636125326
xS1aBogTMJ.png,0.3704641163,3.704641163
LuzHyY7U5Q.png,0.3739994466,3.739994466
cgx1k4U6vO.png,0.3743231297,3.743231297
uojgCAFajm.png,0.3734107614,3.734107614
niumCrzhmb.png,0.3800632954,3.800632954
MOqbCdvDOe.png,0.3949207366,3.949207366
jq7ho2wwvz.png,0.4339416027,4.339416027
8Ayu9GE8Xc.png,0.4556695521,4.556695521
DTF7JaAWu2.png,0.4731249809,4.731249809
j7lRRsSmLt.png,0.4835187197,4.835187197
DyZhO7OUIh.png,0.4823513329,4.823513329
lfyzy6uI62.png,0.481210947,4.81210947
RP87n6b0F9.png,0.4808090627,4.808090627
Jn9jje6d7k.png,0.4801732302,4.801732302
8UFvAHDTag.png,0.4799000025,4.799000025
IBq4wytaVC.png,0.4795063436,4.795063436
nFULMcU6Hc.png,0.4797014594,4.797014594
H2ISZ7uqa4.png,0.479644388,4.79644388
EbSxgNDByy.png,0.4790749848,4.790749848
EI3boIgAxb.png,0.4791334271,4.791334271
3W6pRoTWjX.png,0.4793761075,4.793761075
4deJMGCXQi.png,0.4793989062,4.793989062
0120nqshmS.png,0.479436487,4.79436487
g3sD7kb3m1.png,0.4797841609,4.797841609
xMeuEiKs19.png,0.4799141884,4.799141884
KTiLXxpthP.png,0.4797675908,4.797675908
HpFLKX0VPI.png,0.479750514,4.79750514
PwMN4O4hNA.png,0.479049027,4.79049027
QWOY1lUCXB.png,0.478448689,4.78448689
nqDek9AdGY.png,0.4636383057,4.636383057
UonCP9bOYK.png,0.4456460178,4.456460178
XNqEz7ZOeo.png,0.4317472875,4.317472875
V9ncMcdC5e.png,0.4209830761,4.209830761
dUKTj0PKlM.png,0.4127885997,4.127885997
LeHoJBodT5.png,0.3836941123,3.836941123
f188kxZIzG.png,0.3639398515,3.639398515
dUV9ME5Bl1.png,0.3219913244,3.219913244
QRHo4q8GSR.png,0.2998138964,2.998138964
N5mBNvQOLA.png,0.2677078843,2.677078843
2Aw48Wkxsa.png,0.2617313862,2.617313862
xfiHp52iI0.png,0.2619819641,2.619819641
yLMdnYgMMe.png,0.2626482546,2.626482546
Yhx8hb9Eaw.png,0.2579232156,2.579232156
TuZQ60Rx3i.png,0.2487395406,2.487395406
jCaPbHZDPn.png,0.1748912483,1.748912483
imer6ED83G.png,0.1087957844,1.087957844
qUxec7UMDv.png,0.0055862926,0.055862926
9YUTro3NEY.png,0.0024029172,0.024029172
0HVKNmVENk.png,0.0010976308,0.010976308
MCYpnyHgeV.png,0.0009365172,0.009365172
LfkKlDbNMO.png,0.0004336395,0.004336395
Zypsr5rF7T.png,0.0003801198,0.003801198
yLt9ILE5nB.png,-4.56795933133E-005,-0.0004567959
ySbnkw92N3.png,1.95669381355E-005,0.0001956694
xpzlxYKRls.png,5.1816064115E-006,5.1816064115E-005
2ywiqGeIxA.png,0.0001545713,0.001545713
gCxGCKqvBf.png,-0.0002070984,-0.002070984
A3ISCVh2b4.png,-0.0001870093,-0.001870093
2W2J5adNAo.png,9.48361921473E-005,0.0009483619
yjnEmsSE1m.png,0.000098388,0.00098388
55bkYzgsNr.png,0.000130479,0.00130479
qYcvOqtVBB.png,0.0001583385,0.001583385
LwKeGSPZE9.png,9.39384335652E-005,0.0009393843
Q2gOb63MOp.png,0.0001649859,0.001649859
Ty2LJnoYFj.png,5.5691543821E-005,0.0005569154
S69J9iyC5X.png,-0.000062297,-0.00062297
hulj8wIpsT.png,-0.0001488554,-0.001488554
ppz3V241nR.png,0.0002817969,0.002817969
rb49q8cUQc.png,-0.0002397628,-0.002397628
Xnx4NkxQnP.png,-0.0002594304,-0.002594304
hbwMEivSDx.png,-0.0001613556,-0.001613556
JHo6Oybprn.png,9.11468232516E-005,0.0009114682
qhSYSuZe2r.png,0.0001773612,0.001773612
FZgtS4rTQ6.png,0.0001157638,0.001157638
U9FEZg7ut4.png,0.0001611037,0.001611037
qq6YXoWUox.png,-9.8580843769E-005,-0.0009858084
QWEiuZjkxr.png,4.8273075663E-005,0.0004827308
J6qXAoCZbA.png,0.0001918595,0.001918595
WH6tQBDkRI.png,0.0001487981,0.001487981
nVl7tvWIaU.png,9.65996368905E-005,0.0009659964
NTvI9gIhZ4.png,1.75609166035E-005,0.0001756092
MnfGL6CdzS.png,5.44564391021E-005,0.0005445644
zmyoVTTJcv.png,-0.0003979439,-0.003979439
zg02Cdq0HH.png,-0.0002958,-0.002958
MgwN0GihF7.png,-0.0006385116,-0.006385116
bDdxQcJwHt.png,-0.0543078706,-0.543078706
vW5RPk70LB.png,-0.1258629858,-1.258629858
kYyMRjyKnd.png,-0.1968334913,-1.968334913
hUBySrt0oW.png,-0.2392354012,-2.392354012
z8blFH7kKz.png,-0.3236593306,-3.236593306
PHp7E4X96u.png,-0.365154326,-3.65154326
SzODllUHrV.png,-0.5091774464,-5.091774464
BZ18JYiZa5.png,-0.6092229486,-6.092229486
Ysi4bgbqyg.png,-0.6614276767,-6.614276767
Y71kE6fXib.png,-0.7686241269,-7.686241269
gyoXs1rCkU.png,-0.831368506,-8.31368506
kQwMl7pM6t.png,-0.958878994,-9.58878994
LYEcqBRWH1.png,-1.0219421387,-10.219421387
oMTctqqtIE.png,-1.1184895039,-11.184895039
QE6g3k4p3s.png,-1.1563766003,-11.563766003
3I4rxl4wpZ.png,-1.23511374,-12.3511374
vExpYzR22P.png,-1.2775477171,-12.775477171
OHT7H90iS0.png,-1.3478866816,-13.478866816
wlCpCGVewz.png,-1.448969841,-14.48969841
JyXqcRcZMV.png,-1.4596148729,-14.596148729
oj6K3TSujQ.png,-1.4609018564,-14.609018564
1XPUIGHfEk.png,-1.460888505,-14.60888505
JA0En1VkB3.png,-1.4595187903,-14.595187903
HLgDy45AXp.png,-1.4591139555,-14.591139555
clEOgmtlpY.png,-1.4595732689,-14.595732689
LAcE9LHq26.png,-1.4620169401,-14.620169401
PBIxOQfkQS.png,-1.4614887238,-14.614887238
M4tJisXcnn.png,-1.4602115154,-14.602115154
AagVLqWyn2.png,-1.4598921537,-14.598921537
g2mEEDtmW6.png,-1.4600886107,-14.600886107
m5NutSgbBL.png,-1.4609575272,-14.609575272
j6MN0PW5h1.png,-1.4611157179,-14.611157179
pdMAC8bXmi.png,-1.4602564573,-14.602564573
XRtYCFG59c.png,-1.4599362612,-14.599362612
2EpRW4a2HQ.png,-1.44944942,-14.4944942
iQ5EpGQMtW.png,-1.4032799006,-14.032799006
Qki5x5Ybsp.png,-1.3478409052,-13.478409052
q0QP1MJOuj.png,-1.3291321993,-13.291321993
nbp8dmu5CF.png,-1.312988162,-13.12988162
BNJBvIjbMb.png,-1.2761194706,-12.761194706
h3dKKInP3H.png,-1.2284064293,-12.284064293
ACwOb4pRQU.png,-1.2225744724,-12.225744724
c4O7l0rZJ9.png,-1.2211688757,-12.211688757
YrjYaLp4dH.png,-1.2121548653,-12.121548653
pGwhjs4e1H.png,-1.163359642,-11.63359642
ZQBv1FGjDr.png,-1.0917061567,-10.917061567
W8AS0OF1NZ.png,-1.0044810772,-10.044810772
wG8MOx1Bzl.png,-0.8865564466,-8.865564466
rie4lJgco9.png,-0.8188188672,-8.188188672
gbpRYPn59u.png,-0.6885668039,-6.885668039
fQTROWbnN4.png,-0.6756924987,-6.756924987
GJT8mbuOg9.png,-0.6691367626,-6.691367626
LLIq0MKCJF.png,-0.6556862593,-6.556862593
PjlQxLzyIs.png,-0.6085657477,-6.085657477
of6Ewpeh54.png,-0.5719371438,-5.719371438
TEDoNj4opv.png,-0.486810267,-4.86810267
BqkB6m7bEJ.png,-0.4368831813,-4.368831813
B2HSvSEGrc.png,-0.3860822022,-3.860822022
qP3Y7MPGA4.png,-0.3116871715,-3.116871715
fx1EtMuT8L.png,-0.2902823091,-2.902823091
qcxeoq0hGo.png,-0.2879610956,-2.879610956
e9GmnyPDYD.png,-0.2866729498,-2.866729498
cZ8LvCyNAV.png,-0.2867875695,-2.867875695
9nKE1YnZ7X.png,-0.2879191935,-2.879191935
uULoNShAr1.png,-0.287878871,-2.87878871
rSIOUUtIUj.png,-0.2877137959,-2.877137959
8M1rxtVW6S.png,-0.2878290117,-2.878290117
gwKHJdqOFc.png,-0.2949455976,-2.949455976
2BOXeh73iH.png,-0.303850323,-3.03850323
RB1wJrFmvE.png,-0.3370274901,-3.370274901
VqcuujryXx.png,-0.4205439687,-4.205439687
FJPDFFUwY9.png,-0.4556197524,-4.556197524
7a9ja5UF7j.png,-0.529696703,-5.29696703
t0ygkpqLH3.png,-0.5706291199,-5.706291199
DlToANm1pV.png,-0.7403433323,-7.403433323
3Nbs5VFdDL.png,-0.7790112495,-7.790112495
VJgwwp5Y8S.png,-0.8348719478,-8.348719478
EmFoPTaJ2c.png,-0.8636449575,-8.636449575
4PL5tWkCGl.png,-0.9019978642,-9.019978642
hNkx4dqi0e.png,-0.9068949819,-9.068949819
KvlboY0nuY.png,-0.9707217216,-9.707217216
AHCG31KIOp.png,-1.0046623945,-10.046623945
QOtjkEg8XE.png,-1.0616521835,-10.616521835
8twtuRZWxP.png,-1.074298501,-10.74298501
dLmYe5aM8C.png,-1.0790505409,-10.790505409
teW6mQjMfb.png,-1.0778545141,-10.778545141
YFn12a45Yt.png,-1.0763552189,-10.763552189
PfCSMDgJdH.png,-1.0745624304,-10.745624304
BODVo4oKW6.png,-1.0770161152,-10.770161152
bYgHXzfWNx.png,-1.0854225159,-10.854225159
14Nfiji3zH.png,-1.0949677229,-10.949677229
YiRNos1dCv.png,-1.1166844368,-11.166844368
wLU1rv2YfT.png,-1.1302274466,-11.302274466
vcqN9DTcdS.png,-1.1299730539,-11.299730539
qDE91JcnGr.png,-1.1295694113,-11.295694113
cBXdJ5Ea97.png,-1.1291334629,-11.291334629
